HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8805.10.00.00","1","Aircraft launching gear and parts thereof; deck- arrestors or similar gear and parts thereof","[""kg""]","Free","","35%","",""
"","1","Ground flying trainers and parts thereof:","","","","","",""
"8805.21.00.00","2","Air combat simulators and parts thereof","[""kg""]","Free","","35%","",""
"8805.29.00.00","2","Other","[""kg""]","Free","","35%","",""
"8806","0","Unmanned aircraft:","","","","","",""
"8806.10.00.00","1","Designed for the carriage of passengers","[""No.""]","Free","","30%","",""
"","1","Other, for remote-controlled flight only:","","","","","",""
"8806.21.00.00","2","With maximum take-off weight not more than 250 g","[""No.""]","Free","","30%","",""
"8806.22.00.00","2","With maximum take-off weight more than 250 g but not more than 7 kg","[""No.""]","Free","","30%","",""
"8806.23.00.00","2","With maximum take-off weight more than 7 kg but not more than 25 kg","[""No.""]","Free","","30%","",""
"8806.24.00.00","2","With maximum take-off weight more than 25 kg but not more than 150 kg","[""No.""]","Free","","30%","",""
"8806.29.00.00","2","Other","[""No.""]","Free","","30%","",""
"","1","Other:","","","","","",""
"8806.91.00.00","2","With maximum take-off weight not more than 250 g","[""No.""]","Free","","30%","",""
"8806.92.00.00","2","With maximum take-off weight more than 250 g but not more than 7 kg","[""No.""]","Free","","30%","",""
"8806.93.00.00","2","With maximum take-off weight more than 7 kg but not more than 25 kg","[""No.""]","Free","","30%","",""
"8806.94.00.00","2","With maximum take-off weight more than 25 kg but not more than 150 kg","[""No.""]","Free","","30%","",""
"8806.99.00.00","2","Other","[""No.""]","Free","","30%","",""
"8807","0","Parts of goods of heading 8801, 8802 or 8806:","","","","","",""
"8807.10.00","1","Propellers and rotors and parts thereof","","Free","","27.5%","",""
"","2","For use in civil aircraft:","","","","","",""
"8807.10.00.15","3","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.10.00.30","3","Other","[""kg""]","","","","",""
"8807.10.00.60","2","Other","[""kg""]","","","","",""
"8807.20.00","1","Undercarriages and parts thereof","","Free","","27.5%","",""
"","2","For use in civil aircraft:","","","","","",""
"8807.20.00.15","3","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.20.00.30","3","Other","[""kg""]","","","","",""
"8807.20.00.60","2","Other","[""kg""]","","","","",""
"8807.30.00","1","Other parts of airplanes, helicopters or unmanned aircraft","","Free","","27.5%","",""
"","2","For use in civil aircraft:","","","","","",""
"8807.30.00.15","3","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.30.00.30","3","Other","[""kg""]","","","","",""
"8807.30.00.60","2","Other","[""kg""]","","","","",""
"8807.90","1","Other:","","","","","",""
"8807.90.30.00","2","Parts of communications satellites","[""kg""]","Free","","Free","",""
"8807.90.90","2","Other","","Free","","27.5%","",""
"","3","For use in civil aircraft:","","","","","",""
"8807.90.90.15","4","For use by the Department of Defense or the United States Coast Guard","[""kg""]","","","","",""
"8807.90.90.30","4","Other","[""kg""]","","","","",""
"8807.90.90.60","3","Other","[""kg""]","","","","",""
