HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5702.10","1","""Kelem"", ""Schumacks"", ""Karamanie"" and similar hand woven rugs:","","","","","",""
"5702.10.10.00","2","Certified hand-loomed and folklore products","[""m<sup>2<\/sup>"",""kg""]","Free","","45%","",""
"5702.10.90","2","Other","","Free","","45%","",""
"5702.10.90.10","3","Of wool or fine animal hair (465)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5702.10.90.20","3","Of cotton (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","","","","",""
"5702.10.90.30","3","Of man-made fibers (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5702.10.90.90","3","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5702.20","1","Floor coverings of coconut fibers (coir):","","","","","",""
"5702.20.10.00","2","With pile","[""m<sup>2<\/sup>"",""kg""]","Free","","$1.29/m<sup>2</sup>","",""
"5702.20.20.00","2","Other","[""m<sup>2<\/sup>"",""kg""]","Free","","16%","",""
"","1","Other, of pile construction, not made up:","","","","","",""
"5702.31","2","Of wool or fine animal hair:","","","","","",""
"5702.31.10.00","3","Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (465)","[""m<sup>2<\/sup>"",""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","60%","",""
"5702.31.20.00","3","Other (465)","[""m<sup>2<\/sup>"",""kg""]","4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM, P,PA,PE,S,SG)","60%","",""
"5702.32","2","Of man-made textile materials:","","","","","",""
"5702.32.10.00","3","Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (665)","[""m<sup>2<\/sup>"",""kg""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","60%","",""
"5702.32.20.00","3","Other (665)","[""m<sup>2<\/sup>"",""kg""]","7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","60%","",""
"5702.39","2","Of other textile materials:","","","","","",""
"5702.39.10.00","3","Of jute","[""m<sup>2<\/sup>"",""kg""]","Free","","35%","",""
"5702.39.20","3","Other","","3.6%","Free (AU,BH, CL,CO,E*,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","60%","",""
"5702.39.20.10","4","Of cotton (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","","","","",""
"5702.39.20.90","4","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"","1","Other, of pile construction, made up:","","","","","",""
"5702.41","2","Of wool or fine animal hair:","","","","","",""
"5702.41.10.00","3","Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (465)","[""m<sup>2<\/sup>"",""kg""]","Free","","60%","",""
"5702.41.20.00","3","Other (465)","[""m<sup>2<\/sup>"",""kg""]","Free","","60%","",""
"5702.42","2","Of man-made textile materials:","","","","","",""
"5702.42.10.00","3","Wilton (including brussels) and velvet (including tapestry) floor coverings and floor coverings of like character or description (665)","[""m<sup>2<\/sup>"",""kg""]","Free","","60%","",""
"5702.42.20","3","Other","","Free","","60%","",""
"5702.42.20.20","4","Not made on a power-driven loom (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5702.42.20.80","4","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5702.49","2","Of other textile materials:","","","","","",""
"5702.49.10","3","Of cotton","","Free","","35%","",""
"5702.49.10.20","4","Not made on a power-driven loom (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","","","","",""
"5702.49.10.80","4","Other (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","","","","",""
"5702.49.15.00","3","Of jute","[""m<sup>2<\/sup>""]","Free","","35%","",""
"5702.49.20.00","3","Other","[""m<sup>2<\/sup>"",""kg""]","4%","Free (AU,B,BH, CL,CO,E*,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","60%","",""
"5702.50","1","Other, not of pile construction, not made up:","","","","","",""
"","2","Of wool or fine animal hair:","","","","","",""
"5702.50.20.00","3","Woven, but not made on a power-driven loom (465)","[""m<sup>2<\/sup>"",""kg""]","4.3%","Free (A,AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"5702.50.40.00","3","Other (465)","[""m<sup>2<\/sup>"",""kg""]","6.3%","Free (AU,BH, CL,CO,IL,JO, KR,MA,NP,OM, P,PA,PE,S,SG)","60%","",""
"5702.50.52.00","2","Of man-made textile materials (665)","[""m<sup>2<\/sup>"",""kg""]","4.7%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"","2","Of other textile materials:","","","","","",""
"5702.50.56.00","3","Of cotton (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","6.8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"5702.50.59.00","3","Other","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (AU,BH, CL,CO,E*,IL,JO,KR,MA,NP,OM, P,PA,PE,S,SG)","40%","",""
"","1","Other, not of pile construction, made up:","","","","","",""
"5702.91","2","Of wool or fine animal hair:","","","","","",""
"","3","Woven, but not made on a power-driven loom:","","","","","",""
"5702.91.20.00","4","Certified hand-loomed and folklore products","[""m<sup>2<\/sup>"",""kg""]","Free","","45%","",""
"5702.91.30.00","4","Other (465)","[""m<sup>2<\/sup>"",""kg""]","4.3%","Free (A*,AU,BH,CL,CO,D,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","45%","",""
"5702.91.40.00","3","Other (465)","[""m<sup>2<\/sup>"",""kg""]","3.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM, P,PA,PE,S,SG)","60%","",""
"5702.92","2","Of man-made textile materials:","","","","","",""
"5702.92.10.00","3","Woven, but not made on a power-driven loom (665)","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (A*,AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5702.92.90.00","3","Other (665)","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM, P,PA,PE,S,SG)","40%","",""
"5702.99","2","Of other textile materials:","","","","","",""
"","3","Of cotton:","","","","","",""
"5702.99.05.00","4","Woven, but not made on a power-driven loom (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","6.8%","Free (A*,AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"5702.99.15.00","4","Other (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","6.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM, P,PA,PE,S,SG)","45%","",""
"5702.99.20.00","3","Other","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5703","0","Carpets and other textile floor coverings (including turf), tufted, whether or not made up:","","","","","",""
"5703.10","1","Of wool or fine animal hair:","","","","","",""
"5703.10.20.00","2","Hand-hooked, that is, in which the tufts were inserted by hand or by means of a hand tool (465)","[""m<sup>2<\/sup>"",""kg""]","6%","Free (A*,AU,B,BH,CL,CO,D,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","60%","",""
"5703.10.80.00","2","Other (465)","[""m<sup>2<\/sup>"",""kg""]","6%","Free (AU,B,BH,CL,CO,IL,JO, KR,MA,NP,OM, P,PA,PE,S,SG)","60%","",""
"","1","Of nylon or other polyamides:","","","","","",""
"5703.21.00","2","Turf","","6.7%","Free (AU,B,BH,CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"5703.21.00.10","3","Measuring not more than 5.25 m<sup>2</sup> in area (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.21.00.90","3","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.29","2","Other:","","","","","",""
"5703.29.10.00","3","Hand-hooked, that is, in which the tufts were inserted by hand or by means of a hand tool (665)","[""m<sup>2<\/sup>"",""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"5703.29.20","3","Other","","6.7%","Free (AU,B,BH,CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","60%","",""
"5703.29.20.10","4","Measuring not more than 5.25 m<sup>2</sup> in area (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.29.20.90","4","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"","1","Of other man-made textile materials:","","","","","",""
"5703.31.00","2","Turf","","6%","Free (AU,B,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","60%","",""
"5703.31.00.30","3","Measuring not more than <il>5.25 m<sup>2</sup></il> in area (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5703.31.00.60","4","In rolls of a width equal to or exceeding 1.0 meter, or in sheets measuring 1.0 meter or greater on any side (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.31.00.85","4","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.39","2","Other:","","","","","",""
"5703.39.10.00","3","Hand-hooked, that is, in which the tufts were inserted by hand or by means of a hand tool (665)","[""m<sup>2<\/sup>"",""kg""]","6%","Free (A,AU,B,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"5703.39.20","3","Other","","6%","Free (AU,B,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","60%","",""
"5703.39.20.30","4","Measuring not more than <il>5.25 m<sup>2</sup></il> in area (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.39.20.90","4","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5703.90.00.00","1","Of other textile materials","[""m<sup>2<\/sup>"",""kg""]","3.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","60%","",""
"5704","0","Carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up:","","","","","",""
"5704.10.00","1","Tiles, having a maximum surface area of <il>0.3 m<sup>2</sup></il>","","4.7%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"5704.10.00.10","2","Of wool or fine animal hair (465)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5704.10.00.90","2","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5704.20.00","1","Tiles, having a maximum surface area exceeding 0.3m<sup>2</sup> but not exceeding 1m<sup>2</sup>","","Free","","40%","",""
"5704.20.00.10","2","Of wool or fine animal hair (465)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5704.20.00.90","2","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5704.90.01","1","Other","","Free","","40%","",""
"5704.90.01.10","2","Of wool or fine animal hair (465)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5704.90.01.90","2","Other (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5705.00","0","Other carpets and other textile floor coverings, whether or not made up:","","","","","",""
"5705.00.10.00","1","Of coir","[""m<sup>2<\/sup>"",""kg""]","Free","","16%","",""
"5705.00.20","1","Other","","3.3%","Free (AU,B,BH, CL,CO,E*,IL,JO,KR,MA,NP,OM,P,PA, PE,S,SG)","35%","",""
"","2","Of wool or fine animal hair:","","","","","",""
"5705.00.20.05","3","Needlepoint (465)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5705.00.20.15","3","Other (465)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5705.00.20.20","2","Of cotton (369)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","","","","",""
"5705.00.20.30","2","Of man-made fibers (665)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5705.00.20.90","2","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
