HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8301","0","Padlocks and locks (key, combination or electrically operated), of base metal; clasps and frames with clasps, incorporating locks, of base metal; keys and parts of any of the foregoing articles, of base metal:","","","","","",""
"8301.10","1","Padlocks:","","","","","",""
"","2","Not of cylinder or pin tumbler construction:","","","","","",""
"8301.10.20.00","3","Not over 3.8 cm in width","[""doz.""]","2.3%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","39.5%","",""
"8301.10.40.00","3","Over 3.8 cm but not over 6.4 cm in width","[""doz.""]","3.8%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","29.5%","",""
"8301.10.50.00","3","Over 6.4 cm in width","[""doz.""]","3.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","28.5%","",""
"","2","Of cylinder or pin tumbler construction:","","","","","",""
"8301.10.60","3","Not over 3.8 cm in width","","6.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","27%","",""
"8301.10.60.20","4","Lock bodies containing hardened steel components with attached (or insertable) flexible cable composed of wire strands and hardened steel beads","[""doz.""]","","","","",""
"8301.10.60.80","4","Other","[""doz.""]","","","","",""
"8301.10.80.00","3","Over 3.8 cm but not over 6.4 cm in width","[""doz.""]","4.8%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA, PE,S,SG)","36%","",""
"8301.10.90.00","3","Over 6.4 cm in width","[""doz.""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","29.5%","",""
"8301.20.00","1","Locks of a kind used on motor vehicles","","5.7%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8301.20.00.30","2","Non-integral steering wheel immobilizer devices","[""doz.""]","","","","",""
"8301.20.00.60","2","Other","[""kg""]","","","","",""
"8301.30.00","1","Locks of a kind used for furniture","","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8301.30.00.60","2","Cam locks and other locks suitable for use with chests, drawers and similar items","[""kg""]","","","","",""
"8301.30.00.90","2","Other","[""kg""]","","","","",""
"8301.40","1","Other locks:","","","","","",""
"8301.40.30.00","2","Luggage locks","[""doz.""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8301.40.60","2","Other","","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.85% (JP)","45%","",""
"8301.40.60.30","3","Door locks, locksets and other locks suitable for use with interior or exterior doors (except garage, overhead or sliding doors)","[""kg""]","","","","",""
"8301.40.60.60","3","Other","[""kg""]","","","","",""
