HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"8301.50.00.00","1","Clasps and frames with clasps, incorporating locks","[""kg""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8301.60.00.00","1","Parts","[""kg""]","2.8%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8301.70.00.00","1","Keys presented separately","[""kg""]","4.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302","0","Base metal mountings, fittings and similar articles suitable for furniture, doors, staircases, windows, blinds, coachwork, saddlery, trunks, chests, caskets or the like; base metal hat racks, hat-pegs, brackets and similar fixtures; castors with mountings of base metal; automatic door closers of base metal; and base metal parts thereof:","","","","","",""
"8302.10","1","Hinges, and parts thereof:","","","","","",""
"","2","Of iron or steel, of aluminum or of zinc:","","","","","",""
"8302.10.30.00","3","Designed for motor vehicles","[""kg""]","2%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8302.10.60","3","Other","","3.5%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.10.60.30","4","Suitable for interior and exterior doors (except garage, overhead or sliding doors)","[""kg""]","","","","",""
"8302.10.60.60","4","Suitable for furniture and cabinets","[""kg""]","","","","",""
"8302.10.60.90","4","Other","[""kg""]","","","","",""
"8302.10.90","2","Other","","3.4%","Free (A*,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.10.90.30","3","Suitable for interior and exterior doors (except garage, overhead or sliding doors)","[""kg""]","","","","",""
"8302.10.90.60","3","Suitable for furniture and cabinets","[""kg""]","","","","",""
"8302.10.90.90","3","Other","[""kg""]","","","","",""
"8302.20.00.00","1","Castors, and parts thereof","[""kg""]","5.7%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.30","1","Other mountings, fittings and similar articles suitable for motor vehicles; and parts thereof:","","","","","",""
"8302.30.30","2","Of iron or steel, of aluminum or of zinc","","2%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"8302.30.30.10","3","Pneumatic cylinders for lifting, lowering, dampening or counter-balancing","[""No.""]","","","","",""
"8302.30.30.60","3","Other","[""kg""]","","","","",""
"8302.30.60.00","2","Other","[""kg""]","3.5%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","45%","",""
"","1","Other mountings, fittings and similar articles, and parts thereof:","","","","","",""
"8302.41","2","Suitable for buildings:","","","","","",""
"8302.41.30.00","3","Door closers (except automatic door closers), and parts thereof","[""kg""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Other:","","","","","",""
"8302.41.60","4","Of iron or steel, of aluminum or of zinc","","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","5","Suitable for interior and exterior doors (except garage, overhead or sliding doors):","","","","","",""
"8302.41.60.15","6","Doorstops, chain door fasteners, door pulls, kick plates, door knockers and escutcheons","[""kg""]","","","","",""
"8302.41.60.45","6","Other","[""kg""]","","","","",""
"8302.41.60.50","5","For curtains, draperies and window shades","[""kg""]","","","","",""
"8302.41.60.80","5","Other","[""kg""]","","","","",""
"8302.41.90","4","Other","","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","5","Suitable for interior and exterior doors (except garage, overhead or sliding doors):","","","","","",""
"8302.41.90.15","6","Doorstops, chain door fasteners, door pulls, kick plates, door knockers and escutcheons","[""kg""]","","","","",""
"8302.41.90.45","6","Other","[""kg""]","","","","",""
"8302.41.90.50","5","For curtains, draperies and window shades","[""kg""]","","","","",""
"8302.41.90.80","5","Other","[""kg""]","","","","",""
"8302.42","2","Other, suitable for furniture:","","","","","",""
"8302.42.30","3","Of iron or steel, of aluminum or of zinc","","3.9%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.42.30.10","4","Pneumatic cylinders for lifting, lowering, dampening or counterbalancing","[""No.""]","","","","",""
"8302.42.30.15","4","Drawer slides","[""kg""]","","","","",""
"8302.42.30.65","4","Other","[""kg""]","","","","",""
"8302.42.60.00","3","Other","[""kg""]","3.4%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.49","2","Other:","","","","","",""
"","3","Harness and saddlery or riding-bridle hardware, and parts thereof:","","","","","",""
"8302.49.20.00","4","Coated or plated with precious metal","[""kg""]","7.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","60%","",""
"8302.49.40.00","4","Other","[""kg""]","Free","","50%","",""
"","3","Other:","","","","","",""
"8302.49.60","4","Of iron or steel, of aluminum or of zinc","","5.7%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.49.60.35","5","Pneumatic cylinders for lifting, lowering, dampening or counterbalancing","[""No.""]","","","","",""
"","5","Other:","","","","","",""
"8302.49.60.45","6","For railway vehicles","[""kg""]","","","","",""
"8302.49.60.55","6","For aircraft, vessels and other vehicles (except motor vehicles) of section XVII","[""kg""]","","","","",""
"8302.49.60.85","6","Other","[""kg""]","","","","",""
"8302.49.80","4","Other","","3.5%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","5","For railway vehicles, aircraft, vessels and other vehicles (except motor vehicles) of section XVII:","","","","","",""
"8302.49.80.40","6","Of copper","[""kg""]","","","","",""
"8302.49.80.50","6","Other","[""kg""]","","","","",""
"8302.49.80.90","5","Other","[""kg""]","","","","",""
"8302.50.00.00","1","Hat-racks, hat pegs, brackets and similar fixtures, and parts thereof","[""kg""]","Free","","40%","",""
"8302.60","1","Automatic door closers, and parts thereof:","","","","","",""
"8302.60.30.00","2","Automatic door closers","[""kg""]","3.9%","Free (A,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8302.60.90.00","2","Parts","[""kg""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8303.00.00.00","0","Armored or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, and parts thereof, of base metal","[""kg""]","3.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8304.00.00.00","0","Desk-top filing or card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment and parts thereof, of base metal, other than office furniture of heading 9403","[""kg""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8305","0","Fittings for looseleaf binders or files, letter clips, letter corners, paper clips, indexing tags and similar office articles, and parts thereof, of base metal; staples in strips (for example, for offices, upholstery, packaging), of base metal:","","","","","",""
"8305.10.00","1","Fittings for looseleaf binders or files","","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8305.10.00.10","2","Ring binder mechanisms","[""kg""]","","","","",""
"8305.10.00.50","2","Other","[""kg""]","","","","",""
"8305.20.00.00","1","Staples in strips","[""kg""]","Free","","4%","",""
"8305.90","1","Other, including parts:","","","","","",""
"8305.90.30","2","Paper clips, and parts thereof","","Free","","45%","",""
"8305.90.30.10","3","Wholly of wire","[""kg""]","","","","",""
"8305.90.30.50","3","Other","[""kg""]","","","","",""
"8305.90.60.00","2","Other","[""kg""]","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8306","0","Bells, gongs and the like, nonelectric, of base metal; statuettes and other ornaments, of base metal; photograph, picture or similar frames, of base metal; mirrors of base metal; and base metal parts thereof:","","","","","",""
"8306.10.00.00","1","Bells, gongs and the like, and parts thereof","[""kg""]","5.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","1","Statuettes and other ornaments, and parts thereof:","","","","","",""
"8306.21.00.00","2","Plated with precious metal, and parts thereof","[""kg""]","4.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"8306.29.00.00","2","Other","[""kg""]","Free","","46%","",""
"8306.30.00.00","1","Photograph, picture or similar frames; mirrors; and parts thereof","[""kg""]","2.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8307","0","Flexible tubing of base metal, with or without fittings:","","","","","",""
"8307.10","1","Of iron or steel:","","","","","",""
"8307.10.30.00","2","With fittings","[""kg""]","3.8%","Free (A,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8307.10.60.00","2","Other","[""kg""]","3.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8307.90","1","Of other base metal:","","","","","",""
"8307.90.30.00","2","With fittings","[""kg""]","3.8%","Free (A,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8307.90.60.00","2","Other","[""kg""]","3.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"8308","0","Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base metal, of a kind used for clothing or clothing accessories, footwear, jewelry, wrist watches, books, awnings, leather goods, travel goods or saddlery or for other made up articles; tubular or bifurcated rivets, of base metal; beads and spangles, of base metal:","","","","","",""
"8308.10.00.00","1","Hooks, eyes and eyelets","[""kg""]","1.1¢/kg + 2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","10¢/kg + 25%","",""
"8308.20","1","Tubular or bifurcated rivets:","","","","","",""
"8308.20.30.00","2","Of iron or steel and not brightened, not lathed and not machined","[""kg""]","Free","","2.2¢/kg","",""
"8308.20.60.00","2","Other","[""kg""]","Free","","45%","",""
"8308.90","1","Other, including parts:","","","","","",""
"8308.90.30.00","2","Beads and spangles of base metal","[""kg""]","Free","","40%","",""
"8308.90.60.00","2","Buckles and buckle clasps, and parts thereof","[""kg""]","3.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"8308.90.90.00","2","Other","[""kg""]","2.7%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"8309","0","Stoppers, caps and lids (including crown corks, screw caps and pouring stoppers), capsules for bottles, threaded bungs, bung covers, seals and other packing accessories, and parts thereof, of base metal:","","","","","",""
"8309.10.00.00","1","Crown corks (including crown seals and caps), and parts thereof","[""kg""]","Free","","45%","",""
"8309.90.00","1","Other","","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","2","Of aluminum:","","","","","",""
"8309.90.00.20","3","For cans of a kind used for the conveyance of beverages as described in statistical note 1 to this chapter","[""kg"",""No.""]","","","","",""
"8309.90.00.25","3","Other","[""kg"",""No.""]","","","","",""
"","2","Other:","","","","","",""
"8309.90.00.80","3","Of steel","[""kg"",""No.""]","","","","",""
"8309.90.00.85","3","Other","[""kg"",""No.""]","","","","",""
"8310.00.00.00","0","Sign plates, name plates, address plates and similar plates, numbers, letters and other symbols, and parts thereof, of base metal, excluding those of heading 9405","[""kg""]","Free","","45%","",""
"8311","0","Wire, rods, tubes, plates, electrodes and similar products of base metal or of metal carbides, coated or cored with flux material, of a kind used for soldering, brazing, welding or deposition of metal or of metal carbides; wire and rods, of agglomerated base metal powder, used for metal spraying; base metal parts thereof:","","","","","",""
"8311.10.00.00","1","Coated electrodes of base metal, for electric arc-welding","[""kg""]","Free","","35%","",""
"8311.20.00.00","1","Cored wire of base metal, for electric arc-welding","[""kg""]","Free","","35%","",""
"8311.30","1","Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame:","","","","","",""
"8311.30.30.00","2","Lead-tin solders","[""kg"",""Pb kg""]","Free","","2.5¢/kg on lead content","",""
"8311.30.60.00","2","Other","[""kg""]","Free","","35%","",""
"8311.90.00.00","1","Other","[""kg""]","Free","","35%","",""
