HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1202.42.10","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","","6.6¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","15.4¢/kg","",""
"1202.42.10.20","5","For use as oil stock","[""kg""]","","","","",""
"1202.42.10.40","5","Other","[""kg""]","","","","",""
"1202.42.15","4","Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions","","6.6¢/kg","Free (A*,BH,CA,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","15.4¢/kg","",""
"1202.42.15.20","5","For use as oil stock","[""kg""]","","","","",""
"1202.42.15.40","5","Other","[""kg""]","","","","",""
"1202.42.20","4","Other","","131.8%","Free (AU,BH,CL,JO,KR,MA,OM,P,PE,S,SG) 8.7% (CO) 13.1% (PA) See 9908.12.01 (IL)","155%","",""
"1202.42.20.20","5","For use as oil stock","[""kg""]","","","","",""
"1202.42.20.40","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1202.42.50","4","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","","6.6¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","15.4¢/kg","",""
"1202.42.50.20","5","For use as oil stock","[""kg""]","","","","",""
"1202.42.50.40","5","Other","[""kg""]","","","","",""
"1202.42.60","4","Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions","","6.6¢/kg","Free (A*,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","15.4¢/kg","",""
"1202.42.60.20","5","For use as oil stock","[""kg""]","","","","",""
"1202.42.60.40","5","Other","[""kg""]","","","","",""
"1202.42.90","4","Other","","131.8%","Free (AU,BH,CL,JO,KR,MA,OM,P,PE,S,SG) 8.7% (CO) 13.1% (PA) See 9908.12.01 (IL)","155%","",""
"1202.42.90.20","5","For use as oil stock","[""kg""]","","","","",""
"1202.42.90.40","5","Other","[""kg""]","","","","",""
"1203.00.00.00","0","Copra","[""kg""]","Free","","Free","",""
"1204.00.00","0","Flaxseed (linseed), whether or not broken","","0.39¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.55¢/kg","",""
"1204.00.00.10","1","For sowing","[""kg""]","","","","",""
"","1","For use as oil stock:","","","","","",""
"1204.00.00.25","2","Certified organic","[""kg""]","","","","",""
"1204.00.00.35","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"1204.00.00.55","2","Certified organic","[""kg""]","","","","",""
"1204.00.00.75","2","Other","[""kg""]","","","","",""
"1205","0","Rape or colza seeds, whether or not broken:","","","","","",""
"1205.10.00","1","Low erucic acid rape or colza seeds","","0.58¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"1205.10.00.10","2","For sowing","[""kg""]","","","","",""
"1205.10.00.20","2","For use as oil stock","[""kg""]","","","","",""
"1205.10.00.90","2","Other","[""kg""]","","","","",""
"1205.90.00","1","Other","","0.58¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"1205.90.00.10","2","For sowing","[""kg""]","","","","",""
"1205.90.00.20","2","For use as oil stock","[""kg""]","","","","",""
"1205.90.00.90","2","Other","[""kg""]","","","","",""
"1206.00.00","0","Sunflower seeds, whether or not broken","","Free","","4.4¢/kg","",""
"1206.00.00.20","1","For use as oil stock","[""kg""]","","","","",""
"1206.00.00.31","1","For sowing","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"","2","For human use:","","","","","",""
"","3","In-shell:","","","","","",""
"1206.00.00.65","4","Certified organic","[""kg""]","","","","",""
"1206.00.00.70","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"1206.00.00.75","4","Certified organic","[""kg""]","","","","",""
"1206.00.00.80","4","Other","[""kg""]","","","","",""
"1206.00.00.90","2","Other","[""kg""]","","","","",""
"1207","0","Other oil seeds and oleaginous fruits, whether or not broken:","","","","","",""
"1207.10.00.00","1","Palm nuts and kernels","[""kg""]","Free","","Free","",""
"","1","Cotton seeds:","","","","","",""
"1207.21.00.00","2","Seed","[""kg""]","0.47¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.73¢/kg","",""
"1207.29.00.00","2","Other","[""kg""]","0.47¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.73¢/kg","",""
"1207.30.00.00","1","Castor oil seeds","[""kg""]","Free","","Free","",""
"1207.40.00","1","Sesame seeds","","Free","","2.6¢/kg","",""
"1207.40.00.10","2","Certified organic","[""kg""]","","","","",""
"1207.40.00.90","2","Other","[""kg""]","","","","",""
"1207.50.00.00","1","Mustard seeds","[""kg""]","Free","","4.4¢/kg","",""
"1207.60.00.00","1","Safflower (<u>Carthamus</u> <u>tinctorius</u>) seeds","[""kg""]","Free","","Free","",""
"1207.70.00","1","Melon seeds","","0.83¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"1207.70.00.20","2","Cantaloupe","[""kg""]","","","","",""
"1207.70.00.40","2","Watermelon","[""kg""]","","","","",""
"1207.70.00.75","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"1207.91.00.00","2","Poppy seeds","[""kg""]","0.06¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"1207.99.03","2","Other","","Free","","Free","",""
"1207.99.03.10","3","Niger seed","[""kg""]","","","","",""
"","3","Hemp seed:","","","","","",""
"1207.99.03.40","4","For sowing","[""kg""]","","","","",""
"1207.99.03.60","4","Other","[""kg""]","","","","",""
"1207.99.03.91","3","Other","[""kg""]","","","","",""
"1208","0","Flours and meals of oil seeds or oleaginous fruits, other than those of mustard:","","","","","",""
"1208.10.00","1","Of soybeans","","1.9%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1208.10.00.10","2","Certified organic","[""kg""]","","","","",""
"1208.10.00.90","2","Other","[""kg""]","","","","",""
"1208.90.00.00","1","Other","[""kg""]","1.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1209","0","Seeds, fruits and spores of a kind used for sowing:","","","","","",""
"1209.10.00.00","1","Sugar beet seeds","[""kg""]","Free","","Free","",""
"","1","Seeds of forage plants:","","","","","",""
"1209.21.00","2","Alfalfa (lucerne) seeds","","1.5¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17.6¢/kg","",""
"1209.21.00.20","3","Certified","[""kg""]","","","","",""
"1209.21.00.40","3","Other","[""kg""]","","","","",""
"1209.22","2","Clover (<u>Trifolium</u> spp.) seeds:","","","","","",""
"1209.22.20.00","3","White and ladino","[""kg""]","1.6¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","13¢/kg","",""
"1209.22.40","3","Other","","Free","","18¢/kg","",""
"1209.22.40.20","4","Alsike","[""kg""]","","","","",""
"1209.22.40.30","4","Crimson","[""kg""]","","","","",""
"","4","Red:","","","","","",""
"1209.22.40.41","5","Double cut","[""kg""]","","","","",""
"1209.22.40.49","5","Other","[""kg""]","","","","",""
"1209.22.40.60","4","Sweet","[""kg""]","","","","",""
"1209.22.40.95","4","Other","[""kg""]","","","","",""
"1209.23.00","2","Fescue seeds","","Free","","4.4¢/kg","",""
"1209.23.00.20","3","Tall","[""kg""]","","","","",""
"","3","Creeping red:","","","","","",""
"1209.23.00.31","4","Certified","[""kg""]","","","","",""
"1209.23.00.39","4","Other","[""kg""]","","","","",""
"1209.23.00.60","3","Meadow","[""kg""]","","","","",""
"1209.23.00.90","3","Other","[""kg""]","","","","",""
"1209.24.00.00","2","Kentucky blue grass (<u>Poa</u> <u>pratensis</u> <u>L</u>.) seeds","[""kg""]","1.2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1209.25.00","2","Rye grass (<u>Lolium</u> <u>multiflorium</u> <u>Lam</u>., <u>Lolium</u> <u>perenne</u> <u>L</u>.) seeds","","1.4¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.6¢/kg","",""
"1209.25.00.20","3","Annual","[""kg""]","","","","",""
"1209.25.00.40","3","Perennial","[""kg""]","","","","",""
"1209.29","2","Other:","","","","","",""
"1209.29.10.00","3","Beet","[""kg""]","Free","","9¢/kg","",""
"1209.29.91","3","Other","","Free","","8%","",""
"1209.29.91.20","4","Bent grass (genus <u><i>Agrostis</i></u>)","[""kg""]","","","","",""
"","4","Bermuda grass for sowing:","","","","","",""
"1209.29.91.25","5","Husked","[""kg""]","","","","",""
"1209.29.91.26","5","Other","[""kg""]","","","","",""
"1209.29.91.30","4","Birdsfoot trefoil","[""kg""]","","","","",""
"","4","Bromegrass:","","","","","",""
"1209.29.91.36","5","Meadow","[""kg""]","","","","",""
"1209.29.91.37","5","Smooth","[""kg""]","","","","",""
"1209.29.91.38","5","Other","[""kg""]","","","","",""
"1209.29.91.40","4","Orchard grass","[""kg""]","","","","",""
"1209.29.91.60","4","Sudan grass","[""kg""]","","","","",""
"","4","Wheatgrass:","","","","","",""
"1209.29.91.71","5","Crested","[""kg""]","","","","",""
"1209.29.91.74","5","Other","[""kg""]","","","","",""
"1209.29.91.76","4","Wild rye","[""kg""]","","","","",""
"1209.29.91.79","4","Other grass","[""kg""]","","","","",""
"1209.29.91.96","4","Other","[""kg""]","","","","",""
"1209.30.00","1","Seeds of herbaceous plants cultivated principally for their flowers","","1¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"1209.30.00.10","2","Petunia","[""kg""]","","","","",""
"1209.30.00.90","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"1209.91","2","Vegetable seeds:","","","","","",""
"1209.91.10.00","3","Cauliflower","[""kg""]","5.9¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","55¢/kg","",""
"1209.91.20.00","3","Celery","[""kg""]","Free","","4.4¢/kg","",""
"1209.91.40.00","3","Onion","[""kg""]","Free","","33¢/kg","",""
"1209.91.50.00","3","Parsley","[""kg""]","0.68¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"1209.91.60","3","Pepper","","Free","","33¢/kg","",""
"1209.91.60.10","4","Sweet pepper","[""kg""]","","","","",""
"1209.91.60.90","4","Other","[""kg""]","","","","",""
"1209.91.80","3","Other","","1.5¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"1209.91.80.05","4","Broccoli","[""kg""]","","","","",""
"","4","Cabbage:","","","","","",""
"1209.91.80.08","5","Green cabbage","[""kg""]","","","","",""
"1209.91.80.09","5","Other","[""kg""]","","","","",""
"1209.91.80.10","4","Carrot","[""kg""]","","","","",""
"1209.91.80.20","4","Radish","[""kg""]","","","","",""
"1209.91.80.30","4","Spinach","[""kg""]","","","","",""
"1209.91.80.40","4","Cucumber","[""kg""]","","","","",""
"1209.91.80.45","4","Kale","[""kg""]","","","","",""
"1209.91.80.47","4","Kohlrabi","[""kg""]","","","","",""
"1209.91.80.50","4","Lettuce","[""kg""]","","","","",""
"1209.91.80.54","4","Parsnip","[""kg""]","","","","",""
"1209.91.80.55","4","Pumpkin","[""kg""]","","","","",""
"1209.91.80.60","4","Squash","[""kg""]","","","","",""
"1209.91.80.70","4","Tomato","[""kg""]","","","","",""
"1209.91.80.74","4","Turnip","[""kg""]","","","","",""
"1209.91.80.90","4","Other","[""kg""]","","","","",""
"1209.99","2","Other:","","","","","",""
"1209.99.20.00","3","Tree and shrub","[""kg""]","Free","","17.6¢/kg","",""
"1209.99.41","3","Other","","0.83¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","13.2¢/kg","",""
"1209.99.41.70","4","Tobacco","[""kg""]","","","","",""
"1209.99.41.90","4","Other","[""kg""]","","","","",""
"1210","0","Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin:","","","","","",""
"1210.10.00.00","1","Hop cones, neither ground nor powdered nor in the form of pellets","[""kg""]","13.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","53¢/kg","",""
"1210.20.00","1","Hop cones, ground, powdered or in the form of pellets; lupulin","","13.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","53¢/kg","",""
"1210.20.00.20","2","Hop cone pellets","[""kg""]","","","","",""
"1210.20.00.40","2","Other","[""kg""]","","","","",""
"1211","0","Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered:","","","","","",""
"1211.20","1","Ginseng roots:","","","","","",""
"1211.20.10","2","Fresh or dried","","Free","","Free","",""
"1211.20.10.20","3","Cultivated","[""kg""]","","","","",""
"1211.20.10.90","3","Wild","[""kg""]","","","","",""
"1211.20.15.00","2","Chilled or frozen","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1211.30.00.00","1","Coca leaf","[""kg""]","Free","","Free","",""
"1211.40.00.00","1","Poppy straw","[""kg""]","Free","","Free","",""
"1211.50.00.00","1","Ephedra","[""kg""]","Free","","Free","",""
"1211.60.00.00","1","Bark of African cherry (<i>Prunus Africana</i>)","[""kg""]","Free","","Free","",""
"1211.90","1","Other:","","","","","",""
"","2","Mint leaves:","","","","","",""
"1211.90.20.00","3","Crude or not manufactured","[""kg""]","Free","","Free","",""
"1211.90.40","3","Other","","4.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"1211.90.40.20","4","Herbal teas and herbal infusions (single species, unmixed)","[""kg""]","","","","",""
"1211.90.40.40","4","Other","[""kg""]","","","","",""
"1211.90.60.00","2","Tonka beans","[""kg""]","6.6¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55¢/kg","",""
"","2","Other:","","","","","",""
"1211.90.89","3","Fresh or dried","","Free","","Free","",""
"","4","Substances having anesthetic, prophylactic or therapeutic properties and principally used as medicaments or as ingredients in medicaments:","","","","","",""
"1211.90.89.20","5","Psyllium seed husks","[""kg""]","","","","",""
"1211.90.89.31","5","Other","[""kg""]","","","","",""
"1211.90.89.40","4","Basil","[""kg""]","","","","",""
"1211.90.89.50","4","Sage","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"1211.90.89.80","5","Herbal teas and herbal infusions (single species, unmixed)","[""kg""]","","","","",""
"1211.90.89.90","5","Other","[""kg""]","","","","",""
"1211.90.93.00","3","Chilled or frozen","[""kg""]","6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1212","0","Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety <u>Cichorium</u> <u>intybus</u> <u>sativum</u>) of a kind used primarily for human consumption, not elsewhere specified or included:","","","","","",""
"","1","Seaweeds and other algae:","","","","","",""
"1212.21.00.00","2","Fit for human consumption","[""kg""]","Free","","Free","",""
"1212.29.00.00","2","Other","[""kg""]","Free","","Free","",""
"","1","Other:","","","","","",""
"1212.91.00.00","2","Sugar beet","[""t""]","39.7¢/t","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","88.2¢/t","",""
"1212.92.00.00","2","Locust beans (carob)","[""kg""]","Free","","4.4¢/kg","",""
"1212.93.00.00","2","Sugar cane","[""t""]","$1.24/t","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","$2.76/t","",""
"1212.94.00.00","2","Chicory roots","[""kg""]","Free","","4.4¢/kg","",""
"1212.99","2","Other:","","","","","",""
"","3","Apricot, peach (including nectarine) or plum stones and kernels:","","","","","",""
"1212.99.20.00","4","Nectarine","[""kg""]","Free","","4.4¢/kg","",""
"1212.99.30.00","4","Other","[""kg""]","1.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.6¢/kg","",""
"1212.99.92.00","3","Other","[""kg""]","Free","","4.4¢/kg","",""
"1213.00.00.00","0","Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets","[""t""]","Free","","$1.65/t","",""
"1214","0","Rutabagas (swedes), mangolds, fodder roots, hay, alfalfa (lucerne), clover, sainfoin, forage kale, lupines, vetches and similar forage products, whether or not in the form of pellets:","","","","","",""
"1214.10.00","1","Alfalfa (lucerne) meal and pellets","","1.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"","2","Dehydrated:","","","","","",""
"1214.10.00.10","3","Cubes","[""t""]","","","","",""
"1214.10.00.15","3","Other","[""t""]","","","","",""
"","2","Other:","","","","","",""
"","3","Sun-cured:","","","","","",""
"1214.10.00.30","4","Cubes","[""t""]","","","","",""
"1214.10.00.50","4","Other","[""t""]","","","","",""
"1214.10.00.60","3","Other","[""t""]","","","","",""
"1214.90.00","1","Other","","Free","","$5.51/t","",""
"","2","Hay:","","","","","",""
"1214.90.00.10","3","Alfalfa, whether or not double compressed","[""t""]","","","","",""
"1214.90.00.18","3","Timothy","[""t""]","","","","",""
"1214.90.00.25","3","Other","[""t""]","","","","",""
"1214.90.00.30","2","Clover","[""t""]","","","","",""
"1214.90.00.90","2","Other","[""t""]","","","","",""
