HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1515.19.00.00","2","Other","[""kg""]","6.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S,SG)","9.9¢/kg","",""
"","1","Corn (maize) oil and its fractions:","","","","","",""
"1515.21.00.00","2","Crude oil","[""kg""]","3.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1515.29.00","2","Other","","3.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1515.29.00.20","3","Once-refined (subjected to alkalai or caustic wash, but not bleached or deodorized)","[""kg""]","","","","",""
"1515.29.00.40","3","Other (fully refined, washed, bleached or deodorized)","[""kg""]","","","","",""
"1515.30.00.00","1","Castor oil and its fractions","[""kg""]","Free","","6.6¢/kg","",""
"1515.50.00.00","1","Sesame oil and its fractions","[""kg""]","0.68¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6.6¢/kg","",""
"1515.60.05.00","1","Microbial fats and oils and their fractions","[""kg""]","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1515.90","1","Other:","","","","","",""
"1515.90.21.00","2","Nut oils","[""kg""]","Free","","Free","",""
"1515.90.60.00","2","Jojoba oil and its fractions","[""kg""]","2.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1515.90.81","2","Other","","3.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1515.90.81.10","3","Hemp oil","[""kg""]","","","","",""
"1515.90.81.90","3","Other","[""kg""]","","","","",""
"1516","0","Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinized, whether or not refined, but not further prepared:","","","","","",""
"1516.10.00.00","1","Animal fats and oils and their fractions","[""kg""]","7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11¢/kg","",""
"1516.20","1","Vegetable fats and oils and their fractions:","","","","","",""
"1516.20.10.00","2","Rapeseed oil","[""kg""]","7.7%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","12.5%","",""
"1516.20.91.00","2","Other","[""kg""]","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1516.30.00.00","1","Microbial fats and oils and their fractions","[""kg""]","8.8¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","11¢/kg","",""
"1517","0","Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this chapter, other than edible fats or oils or their fractions of heading 1516:","","","","","",""
"1517.10.00.00","1","Margarine, excluding liquid margarine","[""kg""]","12.3¢/kg","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","31¢/kg","",""
"1517.90","1","Other:","","","","","",""
"","2","Artificial mixtures of two or more of the products provided for in headings 1501 to 1515, inclusive:","","","","","",""
"1517.90.10","3","Containing 5 percent or more by weight of soybean oil or any fraction thereof","","18%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"1517.90.10.20","4","Salad and cooking oils","[""kg""]","","","","",""
"","4","Baking or frying fats:","","","","","",""
"1517.90.10.40","5","Wholly of vegetable oils","[""kg""]","","","","",""
"1517.90.10.60","5","Other","[""kg""]","","","","",""
