HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2710.20.05","3","Testing under 25 degrees A.P.I.","","5.25¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","21¢/bbl","",""
"2710.20.05.10","4","Having a Saybolt Universal viscosity at 37.8˚C of 45 seconds or more but not more than 125 seconds (No. 4-type fuel oils)","[""bbl""]","","","","",""
"2710.20.05.20","4","Having a Saybolt Universal viscosity at 37.8˚C of more than 125 seconds (heavy fuel oils)","[""bbl""]","","","","",""
"2710.20.05.50","4","Other","[""bbl""]","","","","",""
"2710.20.10","3","Testing 25 degrees A.P.I. or more","","10.5¢/bbl","Free (A+,AU,BH,CL,CO,D, IL,JO, KR,MA,OM,P, PA,PE,R,S,SG)","21¢/bbl","",""
"","4","Having a Saybolt Universal viscosity at 37.8˚C of less than 45 seconds (light fuel oils):","","","","","",""
"","5","Fuel oils Nos. 2 and 3:","","","","","",""
"","6","Diesel oil:","","","","","",""
"2710.20.10.02","7","Containing not more than 15 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.03","7","Containing more than 15 ppm but not more than 500 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.04","7","Containing more than 500 ppm of sulfur","[""bbl""]","","","","",""
"","6","Other:","","","","","",""
"2710.20.10.05","7","Containing not more than 15 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.07","7","Containing more than 15 ppm but not more than 500 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.08","7","Containing more than 500 ppm of sulfur","[""bbl""]","","","","",""
"","5","Other:","","","","","",""
"2710.20.10.11","6","Containing not more than 15 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.13","6","Containing more than 15 ppm but not more than 500 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.14","6","Containing more than 500 ppm of sulfur","[""bbl""]","","","","",""
"","4","Having a Saybolt Universal viscosity at 37.8˚C of 45 seconds or more but not more than 125 seconds (No. 4-type fuel oils):","","","","","",""
"2710.20.10.15","5","Containing not more than 500 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.25","5","Containing more than 500 ppm of sulfur","[""bbl""]","","","","",""
"2710.20.10.50","4","Having a Saybolt Universal viscosity at 37.8˚C of more than 125 seconds (heavy fuel oils)","[""bbl""]","","","","",""
"2710.20.15.00","2","Kerosene-type jet fuel, motor fuel or motor fuel blending stock","[""bbl""]","52.5¢/bbl","Free (A+,AU,BH,CL,CO,D, IL,JO, KR,MA,OM,P, PA,PE,R,S,SG)","$1.05/bbl","",""
"2710.20.25.00","2","Kerosene (except kerosene-type jet fuel, motor fuel or motor fuel blending stock)","[""bbl""]","10.5¢/bbl","Free (A+,AU,BH,CL,CO,D, IL,JO, KR,MA,OM,P, PA,PE,R,S,SG)","21¢/bbl","",""
"","1","Waste oils:","","","","","",""
"2710.91.00","2","Containing polychlorinated biphenyls (PCBs), polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs)","","10.5¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","21¢/bbl","",""
"2710.91.00.10","3","Containing polychlorinated biphenyls (PCBs) at a concentration level of 50 mg/kg or more","[""bbl""]","","","","",""
"2710.91.00.50","3","Other, containing polychlorinated terphenyls (PCTs) or polybrominated biphenyls (PBBs), whether or not also containing polychlorinated biphenyls (PCBs) at a concentration level of less than 50 mg/kg","[""bbl""]","","","","",""
"2710.99","2","Other:","","","","","",""
"","3","Wastes of distillate and residual fuel oils (whether or not blended):","","","","","",""
"2710.99.05.00","4","Testing under 25 degrees A.P.I.","[""bbl""]","5.25¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","21¢/bbl","",""
"2710.99.10.00","4","Testing 25 degrees A.P.I. or more","[""bbl""]","10.5¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","21¢/bbl","",""
"2710.99.16.00","3","Wastes of motor fuel or of motor fuel blending stock","[""bbl""]","52.5¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.05/bbl","",""
"2710.99.21.00","3","Wastes of kerosene or naphthas","[""bbl""]","10.5¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","21¢/bbl","",""
"","3","Wastes of lubricating oils and greases (whether or not containing additives):","","","","","",""
"2710.99.31.00","4","Of oils","[""bbl""]","84¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","$1.68/bbl","",""
"","4","Of greases:","","","","","",""
"2710.99.32.00","5","Containing not over 10 percent by weight of salts of fatty acids of animal (including marine animal) or vegetable origin","[""kg""]","5.8%","Free (A,AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","20%","",""
"2710.99.39.00","5","Other","[""kg""]","1.3¢/kg + 5.7%","Free (A,AU,BH,CL,CO,D,IL,JO,KR,MA,OM,P,PA,PE,R,S,SG)","4.4¢/kg + 20%","",""
"","3","Other:","","","","","",""
"2710.99.45.00","4","Mixtures of hydrocarbons not elsewhere specified or included, which contain not over 50 percent of any single hydrocarbon compound","[""bbl""]","10.5¢/bbl","Free (A+,AU,BH,CL,CO,D,IL, JO,KR,MA, OM,P,PA,PE, R,S,SG)","21¢/bbl","",""
"2710.99.90.00","4","Other","[""kg"",""liters""]","7%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"2711","0","Petroleum gases and other gaseous hydrocarbons:","","","","","",""
"","1","Liquefied:","","","","","",""
"2711.11.00.00","2","Natural gas","[""m<sup>3<\/sup>""]","Free","","Free","",""
"2711.12.00","2","Propane","","Free","","Free","",""
"2711.12.00.10","3","Propane with a minimum purity of 90 liquid volume percent","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>""]","","","","",""
"2711.12.00.20","3","Other","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>""]","","","","",""
"2711.13.00","2","Butanes","","Free","","Free","",""
"2711.13.00.10","3","Butanes with a purity of 90 liquid volume percent or more, but less than 95 liquid volume percent","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>""]","","","","",""
"2711.13.00.20","3","Other","[""m<sup style=\""font-size: 9.75px;\"">3<\/sup>""]","","","","",""
"2711.14.00","2","Ethylene, propylene, butylene and butadiene","","Free","","Free","",""
"2711.14.00.10","3","Ethylene","[""kg""]","","","","",""
"2711.14.00.20","3","Propylene","[""kg""]","","","","",""
"2711.14.00.30","3","Butylene","[""kg""]","","","","",""
"2711.14.00.40","3","Butadiene","[""kg""]","","","","",""
"2711.19.00","2","Other","","Free","","Free","",""
"2711.19.00.10","3","Ethane","[""kg""]","","","","",""
"2711.19.00.20","3","Other","[""kg""]","","","","",""
"","1","In gaseous state:","","","","","",""
"2711.21.00.00","2","Natural gas","[""m<sup>3<\/sup>""]","Free","","Free","",""
"2711.29.00","2","Other","","Free","","Free","",""
"","3","Propane:","","","","","",""
"2711.29.00.10","4","Propane with a minimum purity of 90 liquid volume percent","[""kg""]","","","","",""
"2711.29.00.15","4","Other","[""kg""]","","","","",""
"","3","Butanes:","","","","","",""
"2711.29.00.20","4","Butanes with a purity of 90 liquid volume percent or more, but less than 95 liquid volume percent","[""kg""]","","","","",""
"2711.29.00.25","4","Other","[""kg""]","","","","",""
"2711.29.00.60","3","Other","[""kg""]","","","","",""
"2712","0","Petroleum jelly; paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes and similar products obtained by synthesis or by other processes, whether or not colored:","","","","","",""
"2712.10.00.00","1","Petroleum jelly","[""kg""]","Free","","Free","",""
"2712.20.00.00","1","Paraffin wax containing by weight less than 0.75 percent of oil","[""kg""]","Free","","2.2¢/kg","",""
"2712.90","1","Other:","","","","","",""
"2712.90.10.00","2","Montan wax","[""kg""]","Free","","Free","",""
"2712.90.20.00","2","Other","[""kg""]","Free","","2.2¢/kg","",""
"2713","0","Petroleum coke, petroleum bitumen and other residues of petroleum oils or of oils obtained from bituminous minerals:","","","","","",""
"","1","Petroleum coke:","","","","","",""
"2713.11.00.00","2","Not calcined","[""t""]","Free","","Free","",""
"2713.12.00.00","2","Calcined","[""t""]","Free","","45%","",""
"2713.20.00.00","1","Petroleum bitumen","[""t""]","Free","","Free","",""
"2713.90.00.00","1","Other residues of petroleum oils or of oils obtained from bituminous materials","[""t""]","Free","","Free","",""
"2714","0","Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks:","","","","","",""
"2714.10.00.00","1","Bituminous or oil shale and tar sands","[""t""]","Free","","Free","",""
"2714.90.00.00","1","Other","[""t""]","Free","","Free","",""
"2715.00.00.00","0","Bituminous mixtures based on natural asphalt, on natural bitumen, on petroleum bitumen, on mineral tar or on mineral tar pitch (for example, bituminous mastics, cut-backs)","[""t""]","Free","","Free","",""
"2716.00.00.00","0","Electrical energy","[""MWh""]","Free","","Free","",""
