HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","1","Snow-skis and other snow-ski equipment; parts and accessories thereof:","","","","","",""
"9506.11","2","Skis and parts and accessories thereof, except ski poles:","","","","","",""
"9506.11.20.00","3","Cross-country skis","[""prs.""]","Free","","33 1/3%","",""
"9506.11.40","3","Other skis","","2.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"9506.11.40.10","4","Snowboards","[""No.""]","","","","",""
"9506.11.40.80","4","Other","[""prs.""]","","","","",""
"9506.11.60.00","3","Parts and accessories","[""No.""]","Free","","45%","",""
"9506.12","2","Ski bindings and parts and accessories thereof:","","","","","",""
"9506.12.40.00","3","Cross-country","[""No.""]","Free","","45%","",""
"9506.12.80.00","3","Other","[""No.""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9506.19","2","Other:","","","","","",""
"9506.19.40.00","3","Cross-country","[""No.""]","Free","","45%","",""
"9506.19.80","3","Other","","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9506.19.80.40","4","Ski poles and parts and accessories thereof","[""No.""]","","","","",""
"9506.19.80.80","4","Other","[""No.""]","","","","",""
"","1","Water skis, surf boards, sailboards and other water- sport equipment; parts and accessories thereof:","","","","","",""
"9506.21","2","Sailboards and parts and accessories thereof:","","","","","",""
"9506.21.40.00","3","Sailboards","[""No.""]","Free","","30%","",""
"9506.21.80.00","3","Parts and accessories","[""No.""]","Free","","30%","",""
"9506.29.00","2","Other","","Free","","40%","",""
"9506.29.00.20","3","Water skis","[""prs.""]","","","","",""
"9506.29.00.30","3","Surf boards","[""No.""]","","","","",""
"9506.29.00.80","3","Other","[""No.""]","","","","",""
"","1","Golf clubs and other golf equipment; parts and accessories thereof:","","","","","",""
"9506.31.00.00","2","Golf clubs, complete","[""No.""]","4.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.32.00.00","2","Balls","[""doz.""]","Free","","30%","",""
"9506.39.00","2","Other","","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.39.00.60","3","Parts of golf clubs","[""No.""]","","","","",""
"9506.39.00.80","3","Other","[""No.""]","","","","",""
"9506.40.00.00","1","Articles and equipment for table-tennis, and parts and accessories thereof","[""No.""]","5.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","1","Tennis, badminton or similar rackets, whether or not strung; parts and accessories thereof:","","","","","",""
"9506.51","2","Lawn-tennis rackets, whether or not strung, and parts and accessories thereof:","","","","","",""
"9506.51.20.00","3","Rackets, strung","[""No.""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.51.40.00","3","Rackets, not strung","[""No.""]","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.51.60.00","3","Parts and accessories","[""No.""]","3.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.59","2","Other:","","","","","",""
"9506.59.40","3","Badminton rackets and parts and accessories thereof","","5.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.59.40.40","4","Rackets and racket frames","[""No.""]","","","","",""
"9506.59.40.80","4","Other parts and accessories","[""No.""]","","","","",""
"9506.59.80","3","Other","","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9506.59.80.20","4","Racquetball rackets","[""No.""]","","","","",""
"9506.59.80.40","4","Squash rackets","[""No.""]","","","","",""
"9506.59.80.60","4","Other, including parts and accessories","[""No.""]","","","","",""
"","1","Balls, other than golf balls and table-tennis balls:","","","","","",""
"9506.61.00.00","2","Lawn-tennis balls","[""No.""]","Free","","30%","",""
"9506.62","2","Inflatable balls:","","","","","",""
"9506.62.40","3","Footballs and soccer balls","","Free","","30%","",""
"9506.62.40.40","4","Footballs","[""No.""]","","","","",""
"9506.62.40.80","4","Soccer balls","[""No.""]","","","","",""
"9506.62.80","3","Other","","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.62.80.20","4","Basketballs","[""No.""]","","","","",""
"9506.62.80.40","4","Volleyballs","[""No.""]","","","","",""
"9506.62.80.60","4","Other","[""No.""]","","","","",""
"9506.69","2","Other:","","","","","",""
"9506.69.20","3","Baseballs and softballs","","Free","","30%","",""
"9506.69.20.40","4","Baseballs","[""No.""]","","","","",""
"9506.69.20.80","4","Softballs","[""No.""]","","","","",""
"9506.69.40.00","3","Noninflatable hollow balls not over 19 cm in diameter","[""No.""]","5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","70%","",""
"9506.69.60","3","Other","","4.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.69.60.10","4","Polo balls","[""No.""]","","","","",""
"9506.69.60.20","4","Other","[""No.""]","","","","",""
"9506.70","1","Ice skates and roller skates, including skating boots with skates attached; parts and accessories thereof:","","","","","",""
"9506.70.20","2","Roller skates and parts and accessories thereof","","Free","","20%","",""
"9506.70.20.10","3","Attached to boots","[""prs.""]","","","","",""
"9506.70.20.90","3","Other","[""No.""]","","","","",""
"9506.70.40.00","2","Ice skates with footwear permanently attached","[""prs.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"9506.70.60","2","Other, including parts and accessories for ice skates with footwear permanently attached","","Free","","20%","",""
"9506.70.60.40","3","Ice skates","[""prs.""]","","","","",""
"9506.70.60.80","3","Parts and accessories","[""prs.""]","","","","",""
"","1","Other:","","","","","",""
"9506.91.00","2","Articles and equipment for general physical exercise, gymnastics or athletics; parts and accessories thereof","","4.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9506.91.00.10","3","Exercise cycles","[""No.""]","","","","",""
"9506.91.00.20","3","Exercise rowing machines","[""No.""]","","","","",""
"9506.91.00.30","3","Other","[""No.""]","","","","",""
"9506.99","2","Other:","","","","","",""
"9506.99.05","3","Archery articles and equipment and parts and accessories thereof","","Free","","35%","",""
"9506.99.05.10","4","Bows and bow parts","[""No.""]","","","","",""
"9506.99.05.20","4","Arrows and arrow parts","[""No.""]","","","","",""
"9506.99.05.30","4","Other","[""No.""]","","","","",""
"","3","Badminton articles and equipment, except rackets, and parts and accessories thereof:","","","","","",""
"9506.99.08.00","4","Nets of cotton","[""No."",""kg""]","2.8%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","30%","",""
"9506.99.12.00","4","Other","[""No.""]","5.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.99.15.00","3","Baseball articles and equipment, except balls, and parts and accessories thereof","[""No.""]","Free","","30%","",""
"9506.99.20.00","3","Football, soccer and polo articles and equip- ment, except balls, and parts and accessories thereof","[""No.""]","Free","","30%","",""
"9506.99.25","3","Ice-hockey and field-hockey articles and equipment, except balls and skates, and parts and accessories thereof","","Free","","30%","",""
"9506.99.25.40","4","Ice-hockey sticks","[""No.""]","","","","",""
"9506.99.25.80","4","Other, including parts and accessories","[""No.""]","","","","",""
"9506.99.28.00","3","Lacrosse sticks","[""No.""]","Free","","30%","",""
"9506.99.30.00","3","Lawn-tennis articles and equipment, except balls and rackets, and parts and accessories thereof","[""No.""]","3.1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"9506.99.35.00","3","Skeet targets","[""doz.""]","Free","","20%","",""
"","3","Sleds, bobsleds, toboggans and the like and parts and accessories thereof:","","","","","",""
"9506.99.40.00","4","Toboggans; bobsleds and luges of a kind used in international competition","[""No.""]","Free","","Free","",""
"9506.99.45.00","4","Other, including parts and accessories","[""No.""]","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9506.99.50.00","3","Snowshoes and parts and accessories thereof","[""No.""]","2.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"9506.99.55.00","3","Swimming pools and wading pools and parts and accessories thereof","[""No.""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","80%","",""
"9506.99.60","3","Other","","4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"9506.99.60.40","4","Nets not elsewhere specified or included","[""kg""]","","","","",""
"9506.99.60.80","4","Other","[""No.""]","","","","",""
"9507","0","Fishing rods, fish hooks and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy ""birds"" (other than those of heading 9208 or 9705) and similar hunting or shooting equipment; parts and accessories thereof:","","","","","",""
"9507.10.00","1","Fishing rods and parts and accessories thereof","","6%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","55%","",""
"9507.10.00.40","2","Fishing rods","[""No.""]","","","","",""
"9507.10.00.80","2","Parts and accessories","[""No.""]","","","","",""
"9507.20","1","Fish hooks, whether or not snelled:","","","","","",""
"9507.20.40.00","2","Snelled hooks","[""kg""]","4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"9507.20.80.00","2","Other","[""kg""]","4.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"9507.30","1","Fishing reels and parts and accessories thereof:","","","","","",""
"","2","Fishing reels:","","","","","",""
"9507.30.20.00","3","Valued not over $2.70 each","[""No.""]","9.2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","55%","",""
"9507.30.40.00","3","Valued over $2.70 but not over $8.45 each","[""No.""]","24¢ each","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","55%","",""
"9507.30.60.00","3","Valued over $8.45 each","[""No.""]","3.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"9507.30.80.00","2","Parts and accessories","[""No.""]","5.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"9507.90","1","Other:","","","","","",""
"9507.90.20.00","2","Fishing line put up and packaged for retail sale","[""No.""]","3.7%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"9507.90.40.00","2","Fishing casts or leaders","[""doz.""]","5.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.8% (JP)","55%","",""
"9507.90.60.00","2","Fish landing nets, butterfly nets and similar nets","[""No.""]","5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","2","Other, including parts and accessories:","","","","","",""
"9507.90.70.00","3","Artificial baits and flies","[""doz.""]","9%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 4.5% (JP)","55%","",""
"9507.90.80.00","3","Other, including parts and accessories","[""No.""]","9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"9508","0","Traveling circuses and traveling menageries; amusement park rides and water park amusements; fairground amusements, including shooting galleries; traveling theaters; parts and accessories thereof:","","","","","",""
"9508.10.00.00","1","Traveling circuses and traveling menageries","[""No.""]","Free","","35%","",""
"","1","Amusement park rides and water park amusements:","","","","","",""
"9508.21.00.00","2","Roller coasters","[""No.""]","Free","","35%","",""
"9508.22.00.00","2","Carousels, swings and roundabouts","[""No.""]","Free","","35%","",""
"9508.23.00.00","2","Bumper (dodge’em) cars","[""No.""]","Free","","35%","",""
"9508.24.00.00","2","Motion simulators and moving theaters","[""No.""]","Free","","35%","",""
"9508.25.00.00","2","Water rides","[""No.""]","Free","","35%","",""
"9508.26.00.00","2","Water park amusements","[""No.""]","Free","","35%","",""
"9508.29.00.00","2","Other","[""No.""]","Free","","35%","",""
"9508.30.00.00","1","Fairground amusements","[""No.""]","Free","","35%","",""
"9508.40.00.00","1","Traveling theaters","[""No.""]","Free","","35%","",""
