HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2304.00.00","0","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soybean oil","","0.45¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.7¢/kg","",""
"2304.00.00.10","1","Certified organic","[""kg""]","","","","",""
"2304.00.00.90","1","Other","[""kg""]","","","","",""
"2305.00.00.00","0","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of peanut (ground-nut) oil","[""kg""]","0.32¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306","0","Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of vegetable or microbial fats or oils, other than those of heading 2304 or 2305:","","","","","",""
"2306.10.00.00","1","Of cotton seeds","[""kg""]","0.56¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.7¢/kg","",""
"2306.20.00.00","1","Of linseed","[""kg""]","0.12¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306.30.00.00","1","Of sunflower seeds","[""kg""]","0.45¢/kg","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"","1","Of rape or colza seeds:","","","","","",""
"2306.41.00.00","2","Of low euricic acid rape or colza seeds","[""kg""]","0.17¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306.49.00.00","2","Other","[""kg""]","0.17¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306.50.00.00","1","Of coconut or copra","[""kg""]","0.45¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306.60.00.00","1","Of palm nuts or kernels","[""kg""]","0.32¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306.90.01","1","Other","","0.32¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","0.7¢/kg","",""
"2306.90.01.20","2","Of corn","[""kg""]","","","","",""
"2306.90.01.30","2","Of hemp seeds","[""kg""]","","","","",""
"2306.90.01.50","2","Other","[""kg""]","","","","",""
"2307.00.00.00","0","Wine lees; argol","[""kg""]","Free","","Free","",""
"2308.00","0","Vegetable materials and vegetable waste, vegetable residues and byproducts, whether or not in the form of pellets, of a kind used in animal feeding, not elsewhere specified or included:","","","","","",""
"2308.00.10.00","1","Acorns and horse-chestnuts","[""kg""]","1.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"2308.00.93.00","1","Screenings, scalpings, chaff or scourings, ground, or not ground, of flaxseed (linseed)","[""kg""]","Free","","10%","",""
"2308.00.95.00","1","Dehydrated marigolds","[""kg""]","1.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2308.00.98","1","Other","","1.4%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA, OM,P,PA,PE,S,SG)","20%","",""
"2308.00.98.20","2","Citrus pulp pellets","[""t""]","","","","",""
"2308.00.98.90","2","Other","[""kg""]","","","","",""
"2309","0","Preparations of a kind used in animal feeding:","","","","","",""
"2309.10.00","1","Dog or cat food, put up for retail sale","","Free","","10%","",""
"2309.10.00.10","2","In airtight containers","[""kg""]","","","","",""
"2309.10.00.90","2","Other","[""kg""]","","","","",""
"2309.90","1","Other:","","","","","",""
"2309.90.10","2","Mixed feeds or mixed feed ingredients","","Free","","10%","",""
"2309.90.10.05","3","Bird seed","[""kg""]","","","","",""
"2309.90.10.15","3","Other pet food, put up for retail sale","[""kg""]","","","","",""
"2309.90.10.20","3","Poultry feeds, prepared","[""t""]","","","","",""
"2309.90.10.30","3","Dairy cattle feed, prepared","[""t""]","","","","",""
"2309.90.10.32","3","Other cattle feed, prepared","[""t""]","","","","",""
"2309.90.10.35","3","Swine feed, prepared","[""t""]","","","","",""
"2309.90.10.45","3","Other livestock feed, prepared","[""t""]","","","","",""
"2309.90.10.50","3","Other","[""t""]","","","","",""
"","2","Other:","","","","","",""
"","3","Animal feeds containing milk or milk derivatives:","","","","","",""
"","4","Containing over 10 percent by weight of milk solids:","","","","","",""
"2309.90.22","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","","7.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2309.90.22.10","6","Milk replacer","[""kg""]","","","","",""
"2309.90.22.90","6","Other","[""kg""]","","","","",""
"2309.90.24","5","Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions","","7.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2309.90.24.10","6","Milk replacer","[""kg""]","","","","",""
"2309.90.24.90","6","Other","[""kg""]","","","","",""
"2309.90.28","5","Other","","80.4¢/kg + 6.4%","Free (BH,CL,JO,KR,MA,OM,P,PE,SG) 5.3¢/kg + 0.4% (CO,PA) See 9822.04.20 (AU) See 9823.05.01-9823.05.06 (S+)","94.6¢/kg + 7.5%","",""
"2309.90.28.10","6","Milk replacer","[""kg""]","","","","",""
"2309.90.28.90","6","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"2309.90.42","5","Described in general note 15 of the tariff schedule and entered pursuant to its provisions","","7.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2309.90.42.10","6","Milk replacer","[""kg""]","","","","",""
"2309.90.42.90","6","Other","[""kg""]","","","","",""
"2309.90.44","5","Described in additional U.S. note 2 to this chapter and entered pursuant to its provisions","","7.5%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2309.90.44.10","6","Milk replacer","[""kg""]","","","","",""
"2309.90.44.90","6","Other","[""kg""]","","","","",""
"2309.90.48","5","Other","","80.4¢/kg + 6.4%","Free (BH,CL,JO,KR,MA,OM,P,PA,PE,SG) 5.3¢/kg + 0.4% (CO) See 9822.04.20 (AU) See 9823.05.01-9823.05.06 (S+)","94.6¢/kg + 7.5%","",""
"2309.90.48.10","6","Milk replacer","[""kg""]","","","","",""
"2309.90.48.90","6","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"2309.90.60.00","4","Animal feeds containing egg","[""kg""]","1.9%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"","4","Other:","","","","","",""
"2309.90.70.00","5","Preparations, with a basis of vitamin B<sub>12</sub>, for supplementing animal feed","[""kg""]","1.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"2309.90.95.00","5","Other","[""kg""]","1.4%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
