HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4107.99.60.50","5","Sole leather","[""m<sup>2<\/sup>""]","","","","",""
"","4","Other:","","","","","",""
"4107.99.70","5","Not fancy","","5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4107.99.70.30","6","Belting","[""m<sup>2<\/sup>""]","","","","",""
"4107.99.70.40","6","Glove and garment","[""m<sup>2<\/sup>""]","","","","",""
"4107.99.70.50","6","Bag, case, strap and collar","[""m<sup>2<\/sup>""]","","","","",""
"4107.99.70.90","6","Other","[""m<sup>2<\/sup>""]","","","","",""
"4107.99.80.00","5","Fancy","[""m<sup>2<\/sup>""]","2.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4112.00","0","Leather further prepared after tanning or crusting, including parchment-dressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 4114:","","","","","",""
"4112.00.30","1","Not fancy","","2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"4112.00.30.30","2","Garment","[""m<sup>2<\/sup>""]","","","","",""
"4112.00.30.60","2","Other","[""m<sup>2<\/sup>""]","","","","",""
"4112.00.60.00","1","Fancy","[""m<sup>2<\/sup>""]","2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4113","0","Leather further prepared after tanning or crusting, including parchment-dressed leather, of other animals, without wool or hair on, whether or not split, other than leather of heading 4114:","","","","","",""
"4113.10","1","Of goats or kids:","","","","","",""
"4113.10.30.00","2","Not fancy","[""m<sup>2<\/sup>""]","2.4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4113.10.60.00","2","Fancy","[""m<sup>2<\/sup>""]","2.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4113.20.00.00","1","Of swine","[""m<sup>2<\/sup>""]","4.2%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"4113.30","1","Of reptiles:","","","","","",""
"4113.30.30.00","2","Not fancy","[""m<sup>2<\/sup>""]","Free","","25%","",""
"4113.30.60.00","2","Fancy","[""m<sup>2<\/sup>""]","Free","","30%","",""
"4113.90","1","Other:","","","","","",""
"4113.90.30.00","2","Not fancy","[""m<sup>2<\/sup>""]","3.3%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"4113.90.60.00","2","Fancy","[""m<sup>2<\/sup>""]","1.6%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4114","0","Chamois (including combination chamois) leather; patent leather and patent laminated leather; metallized leather:","","","","","",""
"4114.10.00.00","1","Chamois (including combination chamois) leather","[""m<sup>2<\/sup>""]","3.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4114.20","1","Patent leather and patent laminated leather; metallized leather:","","","","","",""
"4114.20.30.00","2","Patent leather","[""m<sup>2<\/sup>""]","2.3%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","15%","",""
"","2","Patent laminated leather; metallized leather:","","","","","",""
"4114.20.40.00","3","Calf and kip","[""m<sup>2<\/sup>""]","3.6%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","30%","",""
"4114.20.70.00","3","Other","[""m<sup>2<\/sup>""]","1.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4115","0","Composition leather with a basis of leather or leather fiber, in slabs, sheets or strip, whether or not in rolls; parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour:","","","","","",""
"4115.10.00.00","1","Composition leather with a basis of leather or leather fiber, in slabs, sheets or strip, whether or not in rolls","[""kg""]","Free","","10%","",""
"4115.20.00.00","1","Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour","[""kg""]","Free","","10%","",""
