HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"0809.30.20.00","2","If entered during the period from June 1 to November 30, inclusive, in any year","[""kg""]","0.2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0809.30.40","2","If entered at any other time","","Free","","1.1¢/kg","",""
"0809.30.40.10","3","Peaches","[""kg""]","","","","",""
"0809.30.40.90","3","Nectarines","[""kg""]","","","","",""
"0809.40","1","Plums (including prune plums) and sloes:","","","","","",""
"0809.40.20.00","2","If entered during the period from January 1 to May 31, inclusive, in any year","[""kg""]","Free","","1.1¢/kg","",""
"0809.40.40.00","2","If entered at any other time","[""kg""]","0.5¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1.1¢/kg","",""
"0810","0","Other fruit, fresh:","","","","","",""
"0810.10","1","Strawberries:","","","","","",""
"0810.10.20","2","If entered during the period from June 15 to September 15, inclusive, in any year","","0.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.8¢/kg","",""
"","3","Certified organic:","","","","","",""
"0810.10.20.20","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.20.40","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0810.10.20.60","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.20.80","4","Other","[""kg""]","","","","",""
"0810.10.40","2","If entered at any other time","","1.1¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","2.8¢/kg","",""
"","3","Certified organic:","","","","","",""
"0810.10.40.20","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.40.40","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"0810.10.40.60","4","Of a kind for processing as described in statistical note 3 to this chapter","[""kg""]","","","","",""
"0810.10.40.80","4","Other","[""kg""]","","","","",""
"0810.20","1","Raspberries, blackberries, mulberries and loganberries:","","","","","",""
"0810.20.10","2","Raspberries and loganberries entered during the period from September 1 in any year to June 30 of the following year","","0.18¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","2.8¢/kg","",""
"","3","Raspberries:","","","","","",""
"","4","Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg:","","","","","",""
"0810.20.10.23","5","Certified organic","[""kg""]","","","","",""
"0810.20.10.28","5","Other","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"0810.20.10.30","5","Certified organic","[""kg""]","","","","",""
"0810.20.10.35","5","Other","[""kg""]","","","","",""
"0810.20.10.40","3","Other","[""kg""]","","","","",""
"0810.20.90","2","Other","","Free","","2.8¢/kg","",""
"","3","Raspberries:","","","","","",""
"0810.20.90.22","4","Raspberries packed in units weighing (with the immediate container, if any) not more than 5.0 kg","[""kg""]","","","","",""
"0810.20.90.24","4","Other","[""kg""]","","","","",""
"","3","Blackberries:","","","","","",""
"0810.20.90.45","4","Certified organic","[""kg""]","","","","",""
"0810.20.90.60","4","Other","[""kg""]","","","","",""
"0810.20.90.90","3","Other","[""kg""]","","","","",""
"0810.30.00.00","1","Black, white or red currants and gooseberries (other than kiwifruit)","[""kg""]","Free","","2.8¢/kg","",""
"0810.40.00","1","Cranberries, blueberries and other fruits of the genus <i>Vaccinium</i>","","Free","","2.8¢/kg","",""
"","2","Blueberries:","","","","","",""
"0810.40.00.24","3","Wild","[""kg""]","","","","",""
"","3","Cultivated (including highbush):","","","","","",""
"0810.40.00.26","4","Certified organic","[""kg""]","","","","",""
"0810.40.00.29","4","Other","[""kg""]","","","","",""
"0810.40.00.30","2","Cranberries","[""kg""]","","","","",""
"0810.40.00.40","2","Other","[""kg""]","","","","",""
"0810.50.00","1","Kiwifruit","","Free","","2.8¢/kg","",""
