HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"6505.00.08.00","3","Other","[""No."",""kg""]","13.5¢/kg + 6.3% + 1.9¢/article","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM,P, PA,PE,S,SG)","88.2¢/kg + 55% + 12.5¢/ article","",""
"","2","Other:","","","","","",""
"","3","Of cotton, flax or both:","","","","","",""
"6505.00.15","4","Knitted","","7.9%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,NP,OM,P, PA,PE,S,SG)","45%","",""
"","5","Of cotton:","","","","","",""
"6505.00.15.15","6","For babies (239)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6505.00.15.25","7","Visors, and other headgear which provides no covering for the crown of the head (359)","[""doz."",""kg""]","","","","",""
"6505.00.15.40","7","Other (359)","[""doz."",""kg""]","","","","",""
"6505.00.15.60","5","Other (859)","[""doz."",""kg""]","","","","",""
"","4","Not knitted:","","","","","",""
"6505.00.20","5","Certified hand-loomed and folklore products; and headwear of cotton","","7.5%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA, NP,OM,P,PA,PE,S,SG)","37.5%","",""
"6505.00.20.30","6","For babies (239)","[""doz."",""kg""]","","","","",""
"6505.00.20.60","6","Other (359)","[""doz."",""kg""]","","","","",""
"6505.00.25","5","Other","","7.5%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,NP,OM,P, PA,PE,S,SG)","37.5%","",""
"6505.00.25.45","6","Visors, and other headgear of cotton which provides no covering for the crown of the head (359)","[""doz."",""kg""]","","","","",""
"6505.00.25.90","6","Other (859)","[""doz."",""kg""]","","","","",""
"","3","Of wool:","","","","","",""
"6505.00.30","4","Knitted or crocheted or made up from knitted or crocheted fabric","","25.4¢/kg + 7.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM,P, PA,PE,S,SG)","$1.10/kg + 50%","",""
"6505.00.30.30","5","For babies (439)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6505.00.30.45","6","Visors, and other headgear which provides no covering for the crown of the head (459)","[""doz."",""kg""]","","","","",""
"6505.00.30.90","6","Other (459)","[""doz."",""kg""]","","","","",""
"6505.00.40","4","Other","","31¢/kg + 7.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM,P, PA,PE,S,SG)","$1.10/kg + 50%","",""
"6505.00.40.30","5","For babies (439)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6505.00.40.45","6","Visors, and other headgear which provides no covering for the crown of the head (459)","[""doz."",""kg""]","","","","",""
"6505.00.40.90","6","Other (459)","[""doz."",""kg""]","","","","",""
"","3","Of man-made fibers:","","","","","",""
"","4","Knitted or crocheted or made up from knitted or crocheted fabric:","","","","","",""
"6505.00.50","5","Wholly or in part of braid","","6.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM,P, PA,PE,S,SG)","90%","",""
"6505.00.50.30","6","For babies (239)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6505.00.50.45","7","Visors, and other headgear which provides no covering for the crown of the head (659)","[""doz."",""kg""]","","","","",""
"6505.00.50.90","7","Other (659)","[""doz."",""kg""]","","","","",""
"6505.00.60","5","Not in part of braid","","20¢/kg + 7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM,P, PA,PE,S,SG)","99.2¢/kg + 65%","",""
"6505.00.60.30","6","For babies (239)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6505.00.60.40","7","Containing 23 percent or more by weight of wool or fine animal hair (459)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6505.00.60.45","8","Visors, and other headgear which provides no covering for the crown of the head (659)","[""doz."",""kg""]","","","","",""
"6505.00.60.90","8","Other (659)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6505.00.70","5","Wholly or in part of braid","","6.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6505.00.70.30","6","For babies (239)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6505.00.70.45","7","Visors, and other headgear which provides no covering for the crown of the head (659)","[""doz."",""kg""]","","","","",""
"6505.00.70.90","7","Other (659)","[""doz."",""kg""]","","","","",""
"6505.00.80","5","Not in part of braid","","18.7¢/kg + 6.8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,NP,OM,P, PA,PE,S,SG)","99.2¢/kg + 65%","",""
"6505.00.80.15","6","Nonwoven disposable headgear without peaks or visors","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6505.00.80.45","7","For babies (239)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6505.00.80.50","8","Visors, and other headgear which provides no covering for the crown of the head (659)","[""doz."",""kg""]","","","","",""
"6505.00.80.90","8","Other (659)","[""doz."",""kg""]","","","","",""
"6505.00.90","3","Other","","20.7¢/kg + 7.5%","Free (AU,BH, CL,CO,IL, JO,KR,MA,NP,OM,P, PA,PE,S,SG)","99.2¢/kg + 65%","",""
"6505.00.90.30","4","Containing 70 percent or more by weight of silk or silk waste (759)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6505.00.90.45","5","Of fine animal hair (459)","[""doz."",""kg""]","","","","",""
"6505.00.90.50","5","Of paper yarn","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6505.00.90.76","6","Of unspun vegetable fibers","[""doz."",""kg""]","","","","",""
"6505.00.90.89","6","Other (859)","[""doz."",""kg""]","","","","",""
"6506","0","Other headgear, whether or not lined or trimmed:","","","","","",""
"6506.10","1","Safety headgear:","","","","","",""
"6506.10.30","2","Of reinforced or laminated plastics","","Free","","$1.10/kg + 40%","",""
"6506.10.30.30","3","Motorcycle helmets","[""No."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6506.10.30.45","4","Athletic, recreational and sporting headgear","[""doz."",""kg""]","","","","",""
"6506.10.30.75","4","Other","[""doz."",""kg""]","","","","",""
"6506.10.60","2","Other","","Free","","25%","",""
"6506.10.60.30","3","Motorcycle helmets","[""No."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6506.10.60.45","4","Athletic, recreational and sporting headgear","[""doz."",""kg""]","","","","",""
"6506.10.60.75","4","Other","[""doz."",""kg""]","","","","",""
"","1","Other:","","","","","",""
"6506.91.00","2","Of rubber or plastics","","Free","","25%","",""
"6506.91.00.30","3","Bathing caps","[""doz."",""kg""]","","","","",""
"6506.91.00.45","3","Visors, or other headgear which provides no covering for the crown of the head","[""doz."",""kg""]","","","","",""
"6506.91.00.60","3","Other","[""doz."",""kg""]","","","","",""
"6506.99","2","Of other materials:","","","","","",""
"6506.99.30.00","3","Of furskin","[""doz."",""kg""]","3.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","50%","",""
"6506.99.60.00","3","Other","[""doz."",""kg""]","8.5%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,NP,OM,P,PA,PE,S,SG)","35%","",""
"6507.00.00.00","0","Headbands, linings, covers, hat foundations, hat frames, peaks (visors) and chin straps, for headgear","[""doz."",""kg""]","Free","","35%","",""
