HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"1103.13.00.60","3","Other","[""kg""]","","","","",""
"1103.19","2","Of other cereals:","","","","","",""
"1103.19.12.00","3","Of oats","[""kg""]","0.8¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","1.8¢/kg","",""
"1103.19.14.00","3","Of rice","[""kg""]","0.09¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","1.4¢/kg","",""
"1103.19.90.00","3","Of other cereals","[""kg""]","9%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","20%","",""
"1103.20.00","1","Pellets","","Free","","10%","",""
"1103.20.00.10","2","Of wheat","[""kg""]","","","","",""
"1103.20.00.90","2","Of other cereals","[""kg""]","","","","",""
"1104","0","Cereal grains otherwise worked (for example, hulled, rolled, flaked, pearled, sliced or kibbled), except rice of heading 1006; germ of cereals, whole, rolled, flaked or ground:","","","","","",""
"","1","Rolled or flaked grains:","","","","","",""
"1104.12.00.00","2","Of oats","[""kg""]","1.2¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","1.8¢/kg","",""
"1104.19","2","Of other cereals:","","","","","",""
"1104.19.10.00","3","Of barley","[""kg""]","2¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","4.4¢/kg","",""
"1104.19.90.00","3","Other","[""kg""]","0.45¢/kg","Free (A,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","1¢/kg","",""
"","1","Other worked grains (for example, hulled, pearled, sliced or kibbled):","","","","","",""
"1104.22.00.00","2","Of oats","[""kg""]","0.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","11%","",""
"1104.23.00.00","2","Of corn (maize)","[""kg""]","0.45¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","1¢/kg","",""
"1104.29","2","Of other cereals:","","","","","",""
"1104.29.10.00","3","Of barley","[""kg""]","1.2%","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","17%","",""
"1104.29.90.00","3","Other","[""kg""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1104.30.00.00","1","Germ of cereals, whole, rolled, flaked or ground","[""kg""]","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1105","0","Flour, meal, powder, flakes, granules and pellets of potatoes:","","","","","",""
"1105.10.00.00","1","Flour, meal and powder","[""kg""]","1.7¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5.5¢/kg","",""
"1105.20.00.00","1","Flakes, granules and pellets","[""kg""]","1.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","6.1¢/kg","",""
"1106","0","Flour, meal and powder of the dried leguminous vegetables of heading 0713, of sago or of roots or tubers of heading 0714 or of the products of chapter 8:","","","","","",""
"1106.10.00.00","1","Of the dried leguminous vegetables of heading 0713","[""kg""]","8.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1106.20","1","Of sago or of roots or tubers of heading 0714:","","","","","",""
"1106.20.10.00","2","Of Chinese water chestnuts","[""kg""]","8.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"1106.20.90.00","2","Other","[""kg""]","Free","","Free","",""
"1106.30","1","Of the products of chapter 8:","","","","","",""
"1106.30.20.00","2","Banana and plantain","[""kg""]","2.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1106.30.40.00","2","Other","[""kg""]","9.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1107","0","Malt, whether or not roasted:","","","","","",""
"1107.10.00.00","1","Not roasted","[""kg""]","0.3¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.88¢/kg","",""
"1107.20.00.00","1","Roasted","[""kg""]","0.42¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","0.88¢/kg","",""
"1108","0","Starches; inulin:","","","","","",""
"","1","Starches:","","","","","",""
"1108.11.00","2","Wheat starch","","0.54¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.3¢/kg","",""
"1108.11.00.10","3","For food use","[""kg""]","","","","",""
"1108.11.00.90","3","Other","[""kg""]","","","","",""
"1108.12.00","2","Corn (maize) starch","","0.54¢/kg","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","3.3¢/kg","",""
"1108.12.00.10","3","For food use","[""kg""]","","","","",""
"1108.12.00.90","3","Other","[""kg""]","","","","",""
"1108.13.00","2","Potato starch","","0.56¢/kg","Free (A+,AU,BH,CL,CO,D,E, IL,JO,KR,MA,OM,P,PA,PE,S, SG)","5.5¢/kg","",""
"1108.13.00.10","3","For human consumption","[""kg""]","","","","",""
"1108.13.00.90","3","Other","[""kg""]","","","","",""
"1108.14.00.00","2","Cassava (manioc) starch","[""kg""]","Free","","Free","",""
"1108.19.00","2","Other starches","","Free","","Free","",""
"1108.19.00.10","3","Cereal starches for non-food use","[""kg""]","","","","",""
"1108.19.00.90","3","Other","[""kg""]","","","","",""
"1108.20.00.00","1","Inulin","[""kg""]","2.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"1109.00","0","Wheat gluten, whether or not dried:","","","","","",""
"1109.00.10.00","1","To be used as animal feed","[""kg""]","1.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1109.00.90","1","Other","[""kg""]","6.8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","20%","",""
"1109.00.90.10","2","Certified organic","[""kg""]","","","","",""
"1109.00.90.20","2","Other","[""kg""]","","","","",""
