HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4301","0","Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103:","","","","","",""
"4301.10.00","1","Of mink, whole, with or without head, tail or paws","","Free","","Free","",""
"4301.10.00.10","2","Wild","[""No.""]","","","","",""
"4301.10.00.20","2","Other","[""No.""]","","","","",""
"4301.30.00.00","1","Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws","[""No.""]","Free","","Free","",""
"4301.60","1","Of fox, whole, with or without head, tail or paws:","","","","","",""
"4301.60.30.00","2","Of silver, black or platinum fox (including those of any fox which is a mutation, or type developed, from silver, black or platinum foxes)","[""No.""]","5.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4301.60.60.00","2","Other","[""No.""]","Free","","Free","",""
"4301.80.02","1","Other furskins, whole, with or without head, tail or paws","","Free","","Free","",""
"4301.80.02.01","2","Of hare","[""No.""]","","","","",""
"4301.80.02.02","2","Of rabbit","[""No.""]","","","","",""
"4301.80.02.03","2","Of beaver","[""No.""]","","","","",""
"4301.80.02.04","2","Of muskrat","[""No.""]","","","","",""
"4301.80.02.10","2","Of nutria","[""No.""]","","","","",""
"4301.80.02.20","2","Of lynx","[""No.""]","","","","",""
"4301.80.02.40","2","Of marten","[""No.""]","","","","",""
"4301.80.02.60","2","Of sable","[""No.""]","","","","",""
"4301.80.02.70","2","Of fisher","[""No.""]","","","","",""
"4301.80.02.75","2","Of racoon","[""No.""]","","","","",""
"4301.80.02.80","2","Of seal","[""No.""]","","","","",""
"4301.80.02.90","2","Other","[""No.""]","","","","",""
"4301.90.00.00","1","Heads, tails, paws and other pieces or cuttings, suitable for furriers' use","[""kg""]","Free","","Free","",""
"4302","0","Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303:","","","","","",""
"","1","Whole skins, with or without head, tail or paws, not assembled:","","","","","",""
"4302.11.00","2","Of mink","","2.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.11.00.10","3","Kolinsky","[""No.""]","","","","",""
"4302.11.00.20","3","Other","[""No.""]","","","","",""
"4302.19","2","Other:","","","","","",""
"4302.19.13.00","3","Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb","[""No.""]","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","Of beaver, chinchilla, ermine, fisher, fitch, fox, leopard, lynx, marten, nutria, ocelot, otter, pony, racoon, sable or wolf:","","","","","",""
"4302.19.15.00","4","Of silver, black or platinum fox (including those of any fox which is a mutation, or type developed, from silver, black or platinum foxes)","[""No.""]","5.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","4","Other:","","","","","",""
"4302.19.30","5","Not dyed","","1.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.19.30.30","6","Fox","[""No.""]","","","","",""
"4302.19.30.40","6","Racoon","[""No.""]","","","","",""
"4302.19.30.70","6","Other","[""No.""]","","","","",""
"4302.19.45","5","Dyed","","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4302.19.45.30","6","Fox","[""No.""]","","","","",""
"4302.19.45.40","6","Racoon","[""No.""]","","","","",""
"4302.19.45.70","6","Other","[""No.""]","","","","",""
"4302.19.55.00","3","Of rabbit or hare","[""No.""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Other:","","","","","",""
"4302.19.60.00","4","Not dyed","[""No.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.19.75.00","4","Dyed","[""No.""]","1.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4302.20","1","Heads, tails, paws and other pieces or cuttings, not assembled:","","","","","",""
"4302.20.30.00","2","Of beaver, Caracul or Persian lamb, chinchilla, ermine, fisher, fitch, fox, Kolinsky, leopard, lynx, marten, mink, nutria, ocelot, otter, pony, racoon, sable or wolf","[""kg""]","2.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Other:","","","","","",""
"4302.20.60.00","3","Not dyed","[""kg""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.20.90.00","3","Dyed","[""kg""]","1.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4302.30.00.00","1","Whole skins and pieces or cuttings thereof, assembled","[""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4303","0","Articles of apparel, clothing accessories and other articles of furskin:","","","","","",""
