HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5206.43.00.00","2","Exceeding 43 nm but not exceeding 52 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.44.00.00","2","Exceeding 52 nm but not exceeding 80 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5206.45.00.00","2","Exceeding 80 nm per single yarn (301)","[""kg""]","9.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"5207","0","Cotton yarn (other than sewing thread) put up for retail sale:","","","","","",""
"5207.10.00.00","1","Containing 85 percent or more by weight of cotton (200)","[""kg""]","Free","","25.5%","",""
"5207.90.00.00","1","Other (200)","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","25.5%","",""
"5208","0","Woven fabrics of cotton, containing 85 percent or more by weight of cotton, weighing not more than 200 g/m²:","","","","","",""
"","1","Unbleached:","","","","","",""
"5208.11","2","Plain weave, weighing not more than 100 g/m²:","","","","","",""
"5208.11.20","3","Of number 42 or lower number","","7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","16.9%","",""
"5208.11.20.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.11.20.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.11.20.90","4","Cheesecloth (226)","[""m²"",""kg""]","","","","",""
"5208.11.40","3","Of numbers 43 to 68","","9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","21.7%","",""
"5208.11.40.20","4","Poplin or broadcloth (314)","[""m²"",""kg""]","","","","",""
"5208.11.40.40","4","Sheeting (313)","[""m²"",""kg""]","","","","",""
"5208.11.40.60","4","Printcloth (315)","[""m²"",""kg""]","","","","",""
