HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"2827","0","Chlorides, chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides:","","","","","",""
"2827.10.00.00","1","Ammonium chloride","[""kg""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","18%","",""
"2827.20.00.00","1","Calcium chloride","[""kg""]","Free","","Free","",""
"","1","Other chlorides:","","","","","",""
"2827.31.00.00","2","Of magnesium","[""kg""]","1.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5%","",""
"2827.32.00.00","2","Of aluminum","[""kg""]","Free","","25%","",""
"2827.35.00.00","2","Of nickel","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2827.39","2","Other:","","","","","",""
"2827.39.10.00","3","Of vanadium","[""kg"",""V kg""]","5.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"2827.39.25.00","3","Of tin","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2827.39.30.00","3","Of titanium","[""kg""]","4.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"2827.39.40.00","3","Of tungsten","[""kg"",""W kg""]","5.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P, PA,PE,S,SG)","45.5%","",""
"2827.39.45.00","3","Of barium","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","28.5%","",""
"2827.39.55.00","3","Of iron","[""kg""]","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2827.39.60.00","3","Of cobalt","[""kg""]","4.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"2827.39.65.00","3","Of zinc","[""kg""]","1.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","5%","",""
"2827.39.90","3","Other","","3.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"2827.39.90.10","4","Of lithium","[""kg""]","","","","",""
"2827.39.90.50","4","Other","[""kg""]","","","","",""
"","1","Chloride oxides and chloride hydroxides:","","","","","",""
